middleware,network_condition,message_size_kb,latency_ms,jitter_ms,packet_loss_percent,throughput_mbps,cpu_usage_percent
Zenoh,LAN,16,4.979,0.675,0.039,83.54,19.94
Zenoh,LAN,16,4.345,0.726,0.0,79.64,23.6
Zenoh,LAN,16,5.593,0.443,0.0,89.25,18.46
Zenoh,LAN,16,4.551,0.686,0.018,76.77,24.22
Zenoh,LAN,16,5.174,0.43,0.029,79.99,17.36
Zenoh,LAN,16,5.078,0.525,0.036,91.21,18.22
Zenoh,LAN,16,4.123,0.615,0.006,75.33,15.43
Zenoh,LAN,16,3.758,0.765,0.035,83.87,14.09
Zenoh,LAN,16,4.969,0.529,0.014,75.6,19.11
Zenoh,LAN,16,5.67,0.293,0.059,80.05,19.9
Zenoh,LAN,16,4.934,0.853,0.053,71.53,20.18
Zenoh,LAN,16,5.399,0.64,0.031,80.26,19.48
Zenoh,LAN,16,4.291,0.362,0.053,64.98,22.15
Zenoh,LAN,16,5.439,1.042,0.013,80.69,19.06
Zenoh,LAN,16,4.154,0.423,0.036,75.63,24.35
Zenoh,LAN,16,3.739,0.509,0.033,81.1,21.33
Zenoh,LAN,16,5.368,0.605,0.0,78.15,15.11
Zenoh,LAN,16,5.15,0.61,0.046,82.6,20.67
Zenoh,LAN,16,5.157,0.611,0.019,83.03,24.03
Zenoh,LAN,16,5.273,0.649,0.048,74.63,19.35
Zenoh,LAN,16,3.902,0.703,0.06,77.7,16.42
Zenoh,LAN,16,5.6,0.581,0.03,77.44,18.42
Zenoh,LAN,16,3.45,0.68,0.058,79.06,14.22
Zenoh,LAN,16,5.655,0.697,0.017,72.65,18.66
Zenoh,LAN,16,4.407,0.34,0.019,80.89,26.67
Zenoh,LAN,16,5.372,0.479,0.059,66.68,12.37
Zenoh,LAN,16,4.821,0.41,0.035,76.67,20.18
Zenoh,LAN,16,3.352,0.52,0.04,82.58,18.49
Zenoh,LAN,16,4.532,0.362,0.065,81.03,24.91
Zenoh,LAN,16,5.2,0.766,0.0,68.46,15.43
Zenoh,LAN,16,4.646,0.48,0.018,82.27,20.29
Zenoh,LAN,16,4.506,0.188,0.013,76.41,15.64
Zenoh,LAN,16,5.634,0.347,0.063,81.6,20.03
Zenoh,LAN,16,5.046,0.766,0.015,84.7,23.83
Zenoh,LAN,16,4.081,0.706,0.027,68.39,18.34
Zenoh,LAN,16,4.824,0.391,0.034,90.56,22.78
Zenoh,LAN,16,3.483,0.617,0.032,77.54,24.03
Zenoh,LAN,16,5.464,0.537,0.053,83.72,22.71
Zenoh,LAN,16,3.739,0.223,0.0,71.12,22.11
Zenoh,LAN,16,5.731,0.589,0.018,73.73,27.38
Zenoh,LAN,16,3.491,0.733,0.05,72.6,21.36
Zenoh,LAN,16,4.655,0.338,0.047,83.33,23.26
Zenoh,LAN,16,5.878,0.529,0.029,75.14,19.01
Zenoh,LAN,16,6.186,0.336,0.021,84.82,25.86
Zenoh,LAN,16,5.495,0.628,0.029,81.39,19.81
Zenoh,LAN,16,3.827,0.559,0.032,71.37,20.64
Zenoh,LAN,16,5.202,0.565,0.034,72.86,21.6
Zenoh,LAN,16,3.657,0.9,0.041,77.21,17.88
Zenoh,LAN,16,3.922,0.781,0.05,82.32,27.25
Zenoh,LAN,16,5.246,0.535,0.028,73.58,18.12
Zenoh,LAN,16,3.299,0.483,0.043,91.85,18.81
Zenoh,LAN,16,4.907,0.817,0.029,84.27,18.26
Zenoh,LAN,16,4.9,0.246,0.039,80.05,11.56
Zenoh,LAN,16,4.928,0.488,0.044,84.2,21.77
Zenoh,LAN,16,4.416,0.418,0.039,85.49,15.97
Zenoh,LAN,16,4.45,0.478,0.0,84.0,16.8
Zenoh,LAN,16,3.817,0.365,0.022,77.62,24.21
Zenoh,LAN,16,5.527,0.613,0.028,78.34,23.04
Zenoh,LAN,16,4.618,0.658,0.023,75.68,26.81
Zenoh,LAN,16,5.575,0.46,0.007,76.61,16.18
Zenoh,LAN,16,5.604,0.487,0.023,83.99,22.53
Zenoh,LAN,16,4.976,0.448,0.018,73.07,25.7
Zenoh,LAN,16,5.458,0.312,0.024,74.49,17.22
Zenoh,LAN,16,4.305,0.484,0.044,74.53,23.06
Zenoh,LAN,16,3.467,0.266,0.022,82.37,20.05
Zenoh,LAN,16,4.932,0.219,0.018,77.81,11.97
Zenoh,LAN,16,4.775,0.725,0.013,72.39,21.93
Zenoh,LAN,16,5.704,0.284,0.019,79.71,20.31
Zenoh,LAN,16,4.7,0.485,0.04,77.07,23.21
Zenoh,LAN,16,5.038,0.41,0.011,86.25,17.85
Zenoh,LAN,16,4.775,0.877,0.034,83.14,27.2
Zenoh,LAN,16,5.234,0.555,0.036,79.59,23.99
Zenoh,LAN,16,5.202,0.664,0.019,76.35,21.6
Zenoh,LAN,16,4.23,0.447,0.009,71.5,13.25
Zenoh,LAN,16,4.567,0.677,0.052,80.7,24.16
Zenoh,LAN,16,5.264,0.448,0.0,85.32,16.11
Zenoh,LAN,16,5.058,0.398,0.044,88.67,23.09
Zenoh,LAN,16,4.253,0.402,0.054,80.25,16.35
Zenoh,LAN,16,5.009,0.327,0.013,83.12,15.04
Zenoh,LAN,16,4.718,0.479,0.0,61.15,17.56
Zenoh,LAN,16,5.05,0.694,0.005,72.75,22.27
Zenoh,LAN,16,5.663,0.776,0.024,79.78,17.69
Zenoh,LAN,16,4.857,0.355,0.034,76.48,15.85
Zenoh,LAN,16,5.277,0.413,0.028,83.95,15.07
Zenoh,LAN,16,6.078,0.327,0.053,87.65,22.9
Zenoh,LAN,16,3.848,0.436,0.057,69.04,26.15
Zenoh,LAN,16,4.973,0.354,0.075,79.46,18.39
Zenoh,LAN,16,6.052,0.757,0.045,69.49,14.83
Zenoh,LAN,16,5.146,0.551,0.026,82.9,20.76
Zenoh,LAN,16,3.564,0.561,0.056,84.7,16.94
Zenoh,LAN,16,4.761,0.287,0.052,79.42,21.5
Zenoh,LAN,16,5.384,0.473,0.06,80.58,18.82
Zenoh,LAN,16,5.265,0.619,0.026,74.5,25.55
Zenoh,LAN,16,5.22,0.471,0.006,76.56,14.33
Zenoh,LAN,16,4.461,0.525,0.027,73.69,18.44
Zenoh,LAN,16,4.769,0.807,0.017,82.13,15.79
Zenoh,LAN,16,4.45,0.614,0.048,83.46,18.21
Zenoh,LAN,16,4.782,0.889,0.03,82.47,19.74
Zenoh,LAN,16,5.051,0.379,0.007,67.05,20.78
Zenoh,LAN,16,4.989,0.575,0.019,84.7,20.86
Zenoh,LAN,16,4.292,0.527,0.057,90.8,26.36
Zenoh,LAN,16,4.129,0.81,0.012,85.67,18.24
Zenoh,LAN,16,4.812,0.186,0.04,76.48,22.14
Zenoh,LAN,16,4.468,0.567,0.029,83.34,15.35
Zenoh,LAN,16,4.078,0.555,0.039,74.76,23.96
Zenoh,LAN,16,3.458,0.348,0.026,68.69,26.06
Zenoh,LAN,16,4.065,0.347,0.017,70.44,18.46
Zenoh,LAN,16,3.464,0.649,0.06,73.69,21.05
Zenoh,LAN,16,5.731,0.577,0.009,78.48,22.47
Zenoh,LAN,16,5.638,0.345,0.028,87.55,23.05
Zenoh,LAN,16,5.036,0.607,0.017,75.52,20.58
Zenoh,LAN,16,4.259,0.36,0.006,89.51,15.69
Zenoh,LAN,16,5.124,0.502,0.013,77.43,22.35
Zenoh,LAN,16,4.651,0.551,0.034,72.32,24.71
Zenoh,LAN,16,3.652,0.463,0.038,80.24,20.28
Zenoh,LAN,16,4.962,0.672,0.036,83.3,14.23
Zenoh,LAN,16,4.957,0.355,0.034,76.91,18.9
Zenoh,LAN,16,5.575,0.543,0.057,76.67,26.6
Zenoh,LAN,16,4.785,0.44,0.045,70.02,13.04
Zenoh,LAN,16,4.279,0.671,0.038,82.71,21.17
Zenoh,LAN,16,5.078,0.773,0.035,85.0,15.28
Zenoh,LAN,16,4.247,0.207,0.021,64.03,22.21
Zenoh,LAN,16,4.919,0.628,0.022,78.3,22.69
Zenoh,LAN,16,5.359,0.552,0.051,79.25,23.09
Zenoh,LAN,16,4.793,0.166,0.046,86.5,16.32
Zenoh,LAN,16,5.184,0.55,0.037,74.5,13.07
Zenoh,LAN,16,5.137,0.523,0.027,79.06,12.7
Zenoh,LAN,16,4.13,0.673,0.061,68.44,14.54
Zenoh,LAN,16,4.556,0.532,0.009,76.59,17.0
Zenoh,LAN,16,4.684,0.432,0.048,72.04,21.29
Zenoh,LAN,16,5.485,0.39,0.029,75.16,19.47
Zenoh,LAN,16,4.803,0.617,0.004,72.45,15.89
Zenoh,LAN,16,3.877,0.643,0.036,63.85,16.45
Zenoh,LAN,16,5.453,0.478,0.05,77.86,27.27
Zenoh,LAN,16,5.062,1.074,0.02,79.94,19.75
Zenoh,LAN,16,3.474,0.272,0.032,85.03,16.07
Zenoh,LAN,16,4.959,0.548,0.058,67.67,23.32
Zenoh,LAN,16,4.125,0.621,0.055,78.86,12.16
Zenoh,LAN,16,5.094,0.344,0.032,83.26,10.54
Zenoh,LAN,16,5.077,0.306,0.044,77.59,24.49
Zenoh,LAN,16,4.093,0.334,0.0,84.13,22.34
Zenoh,LAN,16,5.242,0.62,0.016,71.92,18.79
Zenoh,LAN,16,3.043,0.521,0.058,64.15,13.46
Zenoh,LAN,16,4.718,0.435,0.0,77.15,16.8
Zenoh,LAN,16,5.22,0.597,0.037,78.04,19.93
Zenoh,LAN,16,4.994,0.861,0.037,75.7,23.34
Zenoh,LAN,16,6.007,0.889,0.04,77.25,14.61
Zenoh,LAN,16,5.77,0.736,0.047,82.53,15.23
Zenoh,LAN,16,4.129,0.753,0.003,80.83,18.13
Zenoh,LAN,16,4.989,1.11,0.047,82.69,20.0
Zenoh,LAN,16,4.951,0.481,0.048,82.4,22.3
Zenoh,LAN,16,4.98,0.727,0.003,80.38,18.1
Zenoh,LAN,16,4.318,0.609,0.011,82.75,25.62
Zenoh,LAN,16,5.931,0.334,0.044,79.9,22.41
Zenoh,LAN,16,4.177,0.57,0.04,80.94,25.21
Zenoh,LAN,16,4.301,0.388,0.05,75.02,19.35
Zenoh,LAN,16,4.846,0.718,0.015,74.13,17.29
Zenoh,LAN,16,4.73,0.808,0.023,85.13,20.92
Zenoh,LAN,16,3.729,0.611,0.021,74.66,28.7
Zenoh,LAN,16,4.722,0.784,0.048,70.06,15.14
Zenoh,LAN,16,3.409,0.647,0.025,74.54,20.24
Zenoh,LAN,16,4.095,0.375,0.009,75.27,16.79
Zenoh,LAN,16,5.343,0.449,0.014,86.51,23.95
Zenoh,LAN,16,5.421,0.603,0.05,81.94,19.78
Zenoh,LAN,16,6.17,0.317,0.041,81.78,22.77
Zenoh,LAN,16,5.745,0.1,0.022,75.37,18.46
Zenoh,LAN,16,4.135,0.436,0.049,85.77,17.55
Zenoh,LAN,16,4.925,0.96,0.02,74.28,21.78
Zenoh,LAN,16,4.597,0.408,0.032,87.86,18.5
Zenoh,LAN,16,5.016,0.524,0.039,75.68,17.49
Zenoh,LAN,16,6.271,0.513,0.06,71.61,21.94
Zenoh,LAN,16,3.921,0.661,0.034,79.07,23.42
Zenoh,LAN,16,3.658,0.289,0.002,72.33,20.29
Zenoh,LAN,16,3.229,0.688,0.03,79.23,21.38
Zenoh,LAN,16,4.925,0.416,0.028,77.76,13.59
Zenoh,LAN,16,4.79,0.447,0.02,84.78,14.58
Zenoh,LAN,16,5.037,0.684,0.012,78.46,22.19
Zenoh,LAN,16,5.151,0.258,0.008,86.64,22.54
Zenoh,LAN,16,5.989,0.317,0.0,75.42,24.61
Zenoh,LAN,16,4.66,0.562,0.048,82.02,19.91
Zenoh,LAN,16,5.038,0.624,0.069,81.65,14.78
Zenoh,LAN,16,5.632,0.547,0.016,79.15,18.31
Zenoh,LAN,16,5.216,0.562,0.043,80.49,26.65
Zenoh,LAN,16,4.394,0.51,0.007,84.13,21.23
Zenoh,LAN,16,5.204,0.361,0.081,90.19,18.46
Zenoh,LAN,16,4.174,0.592,0.047,80.13,19.23
Zenoh,LAN,16,3.724,0.727,0.0,90.82,24.31
Zenoh,LAN,16,5.005,0.145,0.008,77.25,16.68
Zenoh,LAN,16,4.179,0.266,0.016,90.27,22.42
Zenoh,LAN,16,4.588,0.227,0.046,73.16,19.57
Zenoh,LAN,16,3.546,0.71,0.012,75.24,16.28
Zenoh,LAN,16,4.612,0.91,0.066,81.87,21.62
Zenoh,LAN,16,5.603,0.478,0.022,75.63,11.34
Zenoh,LAN,16,6.426,0.811,0.012,79.38,15.72
Zenoh,LAN,16,4.709,0.499,0.051,97.55,18.02
Zenoh,LAN,16,5.466,0.848,0.024,85.01,23.97
Zenoh,LAN,16,5.486,0.131,0.015,72.5,21.17
Zenoh,LAN,16,5.348,0.805,0.055,84.12,23.2
Zenoh,LAN,16,4.861,0.691,0.012,91.35,14.25
Zenoh,LAN,16,5.386,0.676,0.043,71.76,17.09
Zenoh,LAN,16,6.592,0.508,0.064,82.74,21.62
Zenoh,LAN,16,4.541,0.691,0.054,76.32,19.56
Zenoh,LAN,16,4.235,0.692,0.0,76.38,19.6
Zenoh,LAN,16,4.455,0.883,0.027,81.83,15.79
Zenoh,LAN,16,5.905,0.618,0.014,88.87,22.37
Zenoh,LAN,16,4.5,0.492,0.034,88.36,22.04
Zenoh,LAN,16,4.619,0.581,0.018,70.26,15.07
Zenoh,LAN,16,5.791,0.651,0.033,89.4,24.8
Zenoh,LAN,16,6.04,0.446,0.046,75.66,17.93
Zenoh,LAN,16,5.236,0.67,0.0,75.48,24.13
Zenoh,LAN,16,5.09,0.488,0.016,83.87,27.22
Zenoh,LAN,16,5.225,0.296,0.031,81.28,14.97
Zenoh,LAN,16,4.728,0.905,0.033,80.86,23.25
Zenoh,LAN,16,4.84,0.802,0.002,77.62,21.05
Zenoh,LAN,16,4.316,0.715,0.068,75.89,14.44
Zenoh,LAN,16,4.71,0.519,0.045,82.54,12.08
Zenoh,LAN,16,5.767,0.562,0.003,75.12,19.34
Zenoh,LAN,16,4.962,0.383,0.029,85.3,18.56
Zenoh,LAN,16,5.307,0.875,0.031,85.02,19.47
Zenoh,LAN,16,5.259,0.613,0.029,85.87,17.14
Zenoh,LAN,16,6.087,0.403,0.041,85.68,22.87
Zenoh,LAN,16,5.612,0.331,0.029,77.6,19.76
Zenoh,LAN,16,5.246,0.426,0.002,77.71,24.35
Zenoh,LAN,16,4.741,0.401,0.0,76.75,18.31
Zenoh,LAN,16,5.369,0.421,0.017,78.21,18.88
Zenoh,LAN,16,3.779,0.805,0.005,81.92,18.16
Zenoh,LAN,16,5.531,0.198,0.0,84.19,21.15
Zenoh,LAN,16,5.258,0.682,0.021,76.79,19.58
Zenoh,LAN,16,4.755,0.605,0.0,82.75,22.97
Zenoh,LAN,16,4.141,0.602,0.022,79.39,18.88
Zenoh,LAN,16,5.371,0.703,0.049,76.93,21.64
Zenoh,LAN,16,5.898,0.62,0.009,87.74,21.33
Zenoh,LAN,16,4.737,0.113,0.001,75.24,19.37
Zenoh,LAN,16,4.814,0.621,0.047,75.28,13.68
Zenoh,LAN,16,5.87,0.727,0.046,75.75,28.78
Zenoh,LAN,16,3.332,0.856,0.028,81.08,27.11
Zenoh,LAN,16,4.314,0.794,0.054,79.56,20.79
Zenoh,LAN,16,4.711,0.683,0.052,77.92,17.32
Zenoh,LAN,16,4.653,0.553,0.018,73.81,22.61
Zenoh,LAN,16,5.278,0.465,0.035,74.27,18.78
Zenoh,LAN,16,4.858,0.414,0.023,82.33,23.37
Zenoh,LAN,16,5.034,0.347,0.017,72.52,17.71
Zenoh,LAN,16,5.451,0.671,0.021,72.86,26.51
Zenoh,LAN,16,5.296,0.615,0.052,80.93,19.46
Zenoh,LAN,16,5.255,0.704,0.04,76.94,17.96
Zenoh,LAN,16,4.188,0.753,0.055,74.46,18.54
Zenoh,LAN,16,4.696,1.064,0.016,97.52,9.9
Zenoh,LAN,16,4.765,0.591,0.031,81.42,21.31
Zenoh,LAN,16,4.326,0.655,0.029,78.67,15.15
Zenoh,LAN,16,5.779,0.483,0.021,79.16,17.8
Zenoh,LAN,16,5.2,0.502,0.033,90.24,18.79
Zenoh,LAN,16,4.478,0.498,0.033,68.65,19.11
Zenoh,LAN,16,4.39,0.374,0.008,75.01,21.94
Zenoh,LAN,16,5.593,0.463,0.014,83.54,15.2
Zenoh,LAN,16,3.812,0.59,0.03,83.71,22.54
Zenoh,LAN,16,4.783,0.159,0.058,81.51,19.7
Zenoh,LAN,16,4.994,0.461,0.0,73.98,15.38
Zenoh,LAN,16,5.727,0.665,0.032,82.26,21.99
Zenoh,LAN,16,5.846,0.312,0.025,74.4,21.6
Zenoh,LAN,16,4.481,0.364,0.042,78.08,17.01
Zenoh,LAN,16,3.961,0.883,0.028,67.45,25.09
Zenoh,LAN,16,4.024,0.573,0.035,84.33,23.22
Zenoh,LAN,16,4.08,0.296,0.029,85.64,22.95
Zenoh,LAN,16,5.324,0.719,0.031,78.15,10.59
Zenoh,LAN,16,4.042,0.879,0.009,67.79,18.73
Zenoh,LAN,16,4.839,0.283,0.021,81.33,16.08
Zenoh,LAN,16,5.039,0.772,0.023,74.77,19.96
Zenoh,LAN,16,4.421,0.253,0.015,98.94,19.6
Zenoh,LAN,16,4.883,0.796,0.047,77.0,18.66
Zenoh,LAN,16,5.208,0.57,0.026,76.29,18.32
Zenoh,LAN,16,4.562,0.795,0.079,83.3,25.6
Zenoh,LAN,16,4.301,0.314,0.038,73.73,22.73
Zenoh,LAN,16,4.273,0.622,0.032,85.96,22.68
Zenoh,LAN,16,4.737,0.563,0.08,70.5,16.47
Zenoh,LAN,16,5.108,0.587,0.047,83.89,22.63
Zenoh,LAN,16,4.347,0.45,0.0,79.13,18.65
Zenoh,LAN,16,5.414,0.715,0.004,85.63,16.69
Zenoh,LAN,16,4.698,0.639,0.056,86.91,16.22
Zenoh,LAN,16,4.569,0.462,0.037,85.69,17.12
Zenoh,LAN,16,5.281,0.5,0.002,82.86,18.88
Zenoh,LAN,16,3.821,0.606,0.011,75.6,22.09
Zenoh,LAN,16,3.27,0.495,0.049,67.77,22.01
Zenoh,LAN,16,4.97,0.891,0.06,71.14,13.5
Zenoh,LAN,16,5.149,0.582,0.058,74.45,20.32
Zenoh,LAN,16,4.247,0.436,0.017,82.71,18.89
Zenoh,LAN,16,5.335,0.646,0.051,82.01,19.13
Zenoh,LAN,16,4.231,0.433,0.011,75.46,18.2
Zenoh,LAN,16,4.748,0.552,0.054,89.38,18.74
Zenoh,LAN,16,4.533,0.297,0.046,77.48,23.6
Zenoh,LAN,16,5.355,0.249,0.051,88.93,22.09
Zenoh,LAN,16,4.812,0.5,0.045,75.94,22.11
Zenoh,LAN,16,4.408,0.991,0.038,76.48,13.16
Zenoh,LAN,16,4.408,0.338,0.024,75.48,12.66
Zenoh,LAN,64,6.537,0.231,0.02,75.31,24.77
Zenoh,LAN,64,7.836,0.021,0.018,67.67,24.44
Zenoh,LAN,64,6.47,0.498,0.053,72.46,17.32
Zenoh,LAN,64,6.871,0.539,0.04,64.3,23.41
Zenoh,LAN,64,6.721,0.688,0.0,66.4,24.8
Zenoh,LAN,64,7.688,0.569,0.021,72.96,20.99
Zenoh,LAN,64,7.467,0.605,0.02,68.6,23.11
Zenoh,LAN,64,6.168,0.563,0.0,77.01,20.81
Zenoh,LAN,64,7.704,0.53,0.037,83.78,21.91
Zenoh,LAN,64,6.461,0.507,0.033,82.16,20.42
Zenoh,LAN,64,7.705,0.954,0.024,73.27,25.42
Zenoh,LAN,64,7.589,0.737,0.0,80.44,7.17
Zenoh,LAN,64,6.748,0.417,0.022,75.43,18.77
Zenoh,LAN,64,7.32,0.364,0.022,77.9,18.42
Zenoh,LAN,64,7.615,0.527,0.014,69.3,19.62
Zenoh,LAN,64,6.884,0.485,0.027,78.24,20.6
Zenoh,LAN,64,7.663,0.546,0.016,72.03,18.18
Zenoh,LAN,64,7.848,0.214,0.045,82.27,20.07
Zenoh,LAN,64,6.377,0.709,0.003,84.83,20.03
Zenoh,LAN,64,6.916,0.713,0.031,73.18,19.55
Zenoh,LAN,64,7.112,0.554,0.027,75.16,19.78
Zenoh,LAN,64,6.335,0.426,0.037,71.54,22.95
Zenoh,LAN,64,6.226,0.559,0.042,74.48,27.05
Zenoh,LAN,64,6.364,0.552,0.053,70.42,21.31
Zenoh,LAN,64,6.573,0.245,0.022,73.96,22.96
Zenoh,LAN,64,6.45,0.555,0.036,74.79,20.2
Zenoh,LAN,64,7.629,0.447,0.046,75.98,11.7
Zenoh,LAN,64,7.624,0.386,0.015,70.59,24.0
Zenoh,LAN,64,6.369,0.47,0.043,71.34,14.52
Zenoh,LAN,64,6.476,0.539,0.017,77.87,20.69
Zenoh,LAN,64,7.577,0.275,0.053,75.89,25.34
Zenoh,LAN,64,6.908,0.507,0.025,72.85,23.11
Zenoh,LAN,64,7.71,0.746,0.039,58.13,23.92
Zenoh,LAN,64,7.059,0.489,0.034,63.63,18.01
Zenoh,LAN,64,8.52,0.463,0.057,76.48,24.22
Zenoh,LAN,64,7.229,0.802,0.058,79.78,15.77
Zenoh,LAN,64,5.793,0.456,0.057,72.98,16.73
Zenoh,LAN,64,7.258,0.719,0.025,87.25,24.14
Zenoh,LAN,64,6.155,0.438,0.056,79.96,14.89
Zenoh,LAN,64,5.557,0.425,0.029,74.92,23.84
Zenoh,LAN,64,6.959,0.729,0.032,63.7,25.78
Zenoh,LAN,64,7.307,0.479,0.009,78.62,13.09
Zenoh,LAN,64,7.944,0.314,0.045,79.39,26.78
Zenoh,LAN,64,7.476,0.435,0.0,71.64,17.85
Zenoh,LAN,64,7.428,0.832,0.006,70.76,22.86
Zenoh,LAN,64,7.356,0.711,0.014,72.45,12.99
Zenoh,LAN,64,7.674,0.232,0.046,73.28,13.95
Zenoh,LAN,64,6.597,0.101,0.028,79.62,12.41
Zenoh,LAN,64,7.513,0.315,0.0,72.6,17.13
Zenoh,LAN,64,5.82,0.567,0.004,78.41,20.95
Zenoh,LAN,64,6.254,0.565,0.0,75.42,16.68
Zenoh,LAN,64,7.187,0.365,0.075,83.51,26.17
Zenoh,LAN,64,6.118,0.646,0.088,82.72,27.69
Zenoh,LAN,64,7.39,0.414,0.007,70.99,19.48
Zenoh,LAN,64,6.495,0.345,0.05,74.44,28.6
Zenoh,LAN,64,7.398,0.539,0.031,78.75,23.18
Zenoh,LAN,64,7.173,0.658,0.073,68.6,21.46
Zenoh,LAN,64,8.015,0.595,0.048,73.62,22.53
Zenoh,LAN,64,7.974,0.763,0.017,76.0,17.04
Zenoh,LAN,64,5.938,0.34,0.02,74.38,24.05
Zenoh,LAN,64,6.197,0.734,0.025,68.27,20.18
Zenoh,LAN,64,7.646,0.683,0.03,82.04,23.78
Zenoh,LAN,64,7.834,0.414,0.037,69.96,19.19
Zenoh,LAN,64,7.269,0.632,0.037,74.74,23.63
Zenoh,LAN,64,6.884,0.328,0.034,75.56,18.61
Zenoh,LAN,64,7.486,0.781,0.04,64.54,14.62
Zenoh,LAN,64,6.657,0.218,0.042,82.06,24.63
Zenoh,LAN,64,8.192,0.838,0.023,77.07,19.4
Zenoh,LAN,64,7.658,0.425,0.058,67.1,21.2
Zenoh,LAN,64,6.155,0.452,0.054,75.57,23.0
Zenoh,LAN,64,7.899,0.437,0.009,77.91,19.89
Zenoh,LAN,64,7.071,0.643,0.041,66.51,17.28
Zenoh,LAN,64,7.347,0.338,0.013,85.09,14.05
Zenoh,LAN,64,6.85,0.719,0.042,80.46,21.31
Zenoh,LAN,64,7.065,0.761,0.03,68.99,18.23
Zenoh,LAN,64,6.471,0.442,0.044,75.64,28.81
Zenoh,LAN,64,6.687,0.967,0.042,75.56,18.45
Zenoh,LAN,64,6.531,0.417,0.036,75.43,18.48
Zenoh,LAN,64,8.099,0.361,0.047,68.29,19.83
Zenoh,LAN,64,7.821,0.443,0.036,77.65,18.66
Zenoh,LAN,64,7.993,0.803,0.023,59.22,18.52
Zenoh,LAN,64,5.82,0.849,0.04,81.91,20.51
Zenoh,LAN,64,8.308,0.785,0.042,74.66,14.79
Zenoh,LAN,64,6.211,0.662,0.012,78.1,14.06
Zenoh,LAN,64,6.354,0.427,0.039,73.82,20.56
Zenoh,LAN,64,7.029,0.4,0.051,73.1,23.58
Zenoh,LAN,64,7.095,0.369,0.047,74.67,22.12
Zenoh,LAN,64,5.995,0.68,0.0,81.07,14.09
Zenoh,LAN,64,7.106,0.555,0.048,79.5,26.48
Zenoh,LAN,64,6.986,0.773,0.068,76.59,22.87
Zenoh,LAN,64,6.716,0.491,0.02,72.36,20.41
Zenoh,LAN,64,7.325,0.721,0.007,71.44,10.44
Zenoh,LAN,64,6.586,0.302,0.048,84.31,15.1
Zenoh,LAN,64,7.597,0.611,0.041,80.0,19.25
Zenoh,LAN,64,6.73,0.613,0.017,80.06,24.18
Zenoh,LAN,64,7.643,0.862,0.0,74.96,19.83
Zenoh,LAN,64,6.546,0.371,0.024,72.14,24.01
Zenoh,LAN,64,7.51,0.506,0.048,70.01,26.79
Zenoh,LAN,64,7.499,0.232,0.031,67.38,22.58
Zenoh,LAN,64,7.138,0.78,0.056,67.0,22.13
Zenoh,LAN,64,7.894,0.52,0.032,76.71,16.2
Zenoh,LAN,64,8.053,0.144,0.024,76.13,13.78
Zenoh,LAN,64,8.735,0.642,0.058,80.32,17.95
Zenoh,LAN,64,6.858,0.456,0.048,72.23,18.52
Zenoh,LAN,64,6.234,0.524,0.03,81.26,17.0
Zenoh,LAN,64,7.386,0.396,0.023,69.29,13.84
Zenoh,LAN,64,6.961,0.413,0.05,74.22,23.83
Zenoh,LAN,64,8.174,0.819,0.031,81.86,14.98
Zenoh,LAN,64,7.353,0.901,0.005,66.91,16.21
Zenoh,LAN,64,7.333,0.733,0.0,71.26,28.46
Zenoh,LAN,64,6.826,0.269,0.0,81.01,19.8
Zenoh,LAN,64,7.246,0.347,0.011,77.85,15.26
Zenoh,LAN,64,7.429,0.399,0.008,71.4,20.45
Zenoh,LAN,64,8.187,0.479,0.068,76.11,18.0
Zenoh,LAN,64,6.595,0.649,0.026,66.85,24.07
Zenoh,LAN,64,6.777,0.297,0.031,74.99,20.36
Zenoh,LAN,64,7.228,0.751,0.04,88.35,19.97
Zenoh,LAN,64,6.941,0.491,0.007,75.6,19.36
Zenoh,LAN,64,7.347,0.576,0.0,76.06,17.59
Zenoh,LAN,64,7.606,0.462,0.0,83.97,17.18
Zenoh,LAN,64,7.686,0.717,0.045,90.52,24.1
Zenoh,LAN,64,7.194,0.572,0.063,79.81,24.44
Zenoh,LAN,64,6.486,0.806,0.036,84.69,20.44
Zenoh,LAN,64,7.588,0.692,0.046,78.44,17.74
Zenoh,LAN,64,5.997,0.463,0.029,74.32,18.54
Zenoh,LAN,64,7.723,0.613,0.017,78.07,9.34
Zenoh,LAN,64,8.025,0.45,0.028,88.86,19.33
Zenoh,LAN,64,7.569,0.553,0.0,68.59,18.95
Zenoh,LAN,64,7.851,0.634,0.045,67.83,14.66
Zenoh,LAN,64,7.561,0.53,0.013,77.58,16.33
Zenoh,LAN,64,6.976,0.65,0.008,71.67,24.04
Zenoh,LAN,64,7.216,0.348,0.029,75.14,12.27
Zenoh,LAN,64,7.614,0.45,0.05,82.21,15.41
Zenoh,LAN,64,6.202,0.613,0.042,78.02,16.57
Zenoh,LAN,64,7.948,0.775,0.039,75.56,19.63
Zenoh,LAN,64,6.693,0.406,0.042,86.78,20.47
Zenoh,LAN,64,7.436,0.692,0.024,79.86,19.21
Zenoh,LAN,64,6.577,0.436,0.011,77.11,17.07
Zenoh,LAN,64,7.546,0.653,0.076,79.97,21.44
Zenoh,LAN,64,6.925,0.19,0.007,74.77,20.34
Zenoh,LAN,64,6.011,0.539,0.052,73.17,21.7
Zenoh,LAN,64,7.391,0.456,0.038,74.84,21.04
